Ref_Date,GEO,LEVEL,SEX,STATS,Vector,Coordinate,Value
2010,Alberta,College,Females,75th percentile,v88834392,10.1.3.3,55800.00
2000,Alberta,Bachelor's,Both sexes,25th percentile,v88834393,10.2.1.1,31200.00
2005,Alberta,Bachelor's,Both sexes,25th percentile,v88834393,10.2.1.1,37000.00
2010,Alberta,Bachelor's,Both sexes,25th percentile,v88834393,10.2.1.1,48000.00
2000,Alberta,Bachelor's,Both sexes,Median,v88834394,10.2.1.2,39000.00
2005,Alberta,Bachelor's,Both sexes,Median,v88834394,10.2.1.2,50000.00
2010,Alberta,Bachelor's,Both sexes,Median,v88834394,10.2.1.2,63000.00
2000,Alberta,Bachelor's,Both sexes,75th percentile,v88834395,10.2.1.3,49600.00
2005,Alberta,Bachelor's,Both sexes,75th percentile,v88834395,10.2.1.3,61000.00
2010,Alberta,Bachelor's,Both sexes,75th percentile,v88834395,10.2.1.3,77300.00
2000,Alberta,Bachelor's,Males,25th percentile,v88834396,10.2.2.1,34000.00
2005,Alberta,Bachelor's,Males,25th percentile,v88834396,10.2.2.1,43000.00
2010,Alberta,Bachelor's,Males,25th percentile,v88834396,10.2.2.1,49400.00
2000,Alberta,Bachelor's,Males,Median,v88834397,10.2.2.2,40000.00
2005,Alberta,Bachelor's,Males,Median,v88834397,10.2.2.2,53400.00
2010,Alberta,Bachelor's,Males,Median,v88834397,10.2.2.2,69000.00
2000,Alberta,Bachelor's,Males,75th percentile,v88834398,10.2.2.3,50000.00
2005,Alberta,Bachelor's,Males,75th percentile,v88834398,10.2.2.3,65000.00
2010,Alberta,Bachelor's,Males,75th percentile,v88834398,10.2.2.3,87000.00
2000,Alberta,Bachelor's,Females,25th percentile,v88834399,10.2.3.1,30000.00
2005,Alberta,Bachelor's,Females,25th percentile,v88834399,10.2.3.1,35500.00
2010,Alberta,Bachelor's,Females,25th percentile,v88834399,10.2.3.1,45000.00
2000,Alberta,Bachelor's,Females,Median,v88834400,10.2.3.2,38000.00
2005,Alberta,Bachelor's,Females,Median,v88834400,10.2.3.2,47500.00
2010,Alberta,Bachelor's,Females,Median,v88834400,10.2.3.2,60000.00
2000,Alberta,Bachelor's,Females,75th percentile,v88834401,10.2.3.3,47300.00
2005,Alberta,Bachelor's,Females,75th percentile,v88834401,10.2.3.3,60000.00
2010,Alberta,Bachelor's,Females,75th percentile,v88834401,10.2.3.3,74000.00
2000,Alberta,Master's,Both sexes,25th percentile,v88834402,10.3.1.1,44200.00
2005,Alberta,Master's,Both sexes,25th percentile,v88834402,10.3.1.1,55000.00
2010,Alberta,Master's,Both sexes,25th percentile,v88834402,10.3.1.1,69200.00
2000,Alberta,Master's,Both sexes,Median,v88834403,10.3.1.2,58500.00
2005,Alberta,Master's,Both sexes,Median,v88834403,10.3.1.2,71600.00
2010,Alberta,Master's,Both sexes,Median,v88834403,10.3.1.2,85000.00
2000,Alberta,Master's,Both sexes,75th percentile,v88834404,10.3.1.3,72000.00
2005,Alberta,Master's,Both sexes,75th percentile,v88834404,10.3.1.3,90000.00
2010,Alberta,Master's,Both sexes,75th percentile,v88834404,10.3.1.3,104000.00
2000,Alberta,Master's,Males,25th percentile,v88834405,10.3.2.1,50000.00
2005,Alberta,Master's,Males,25th percentile,v88834405,10.3.2.1,55200.00
2010,Alberta,Master's,Males,25th percentile,v88834405,10.3.2.1,74000.00
2000,Alberta,Master's,Males,Median,v88834406,10.3.2.2,65000.00
2005,Alberta,Master's,Males,Median,v88834406,10.3.2.2,78000.00
2010,Alberta,Master's,Males,Median,v88834406,10.3.2.2,91200.00
2000,Alberta,Master's,Males,75th percentile,v88834407,10.3.2.3,85000.00
2005,Alberta,Master's,Males,75th percentile,v88834407,10.3.2.3,108000.00
2010,Alberta,Master's,Males,75th percentile,v88834407,10.3.2.3,130000.00
2000,Alberta,Master's,Females,25th percentile,v88834408,10.3.3.1,40000.00
2005,Alberta,Master's,Females,25th percentile,v88834408,10.3.3.1,55000.00
2010,Alberta,Master's,Females,25th percentile,v88834408,10.3.3.1,67000.00
2000,Alberta,Master's,Females,Median,v88834409,10.3.3.2,50000.00
2005,Alberta,Master's,Females,Median,v88834409,10.3.3.2,70000.00
2010,Alberta,Master's,Females,Median,v88834409,10.3.3.2,82000.00
2000,Alberta,Master's,Females,75th percentile,v88834410,10.3.3.3,61000.00
2005,Alberta,Master's,Females,75th percentile,v88834410,10.3.3.3,82000.00
2010,Alberta,Master's,Females,75th percentile,v88834410,10.3.3.3,100000.00
2000,Alberta,Doctorate,Both sexes,25th percentile,v88834411,10.4.1.1,43300.00
2005,Alberta,Doctorate,Both sexes,25th percentile,v88834411,10.4.1.1,51000.00
2010,Alberta,Doctorate,Both sexes,25th percentile,v88834411,10.4.1.1,55000.00
2000,Alberta,Doctorate,Both sexes,Median,v88834412,10.4.1.2,57600.00
2005,Alberta,Doctorate,Both sexes,Median,v88834412,10.4.1.2,70000.00
2010,Alberta,Doctorate,Both sexes,Median,v88834412,10.4.1.2,72000.00
2000,Alberta,Doctorate,Both sexes,75th percentile,v88834413,10.4.1.3,71000.00
2005,Alberta,Doctorate,Both sexes,75th percentile,v88834413,10.4.1.3,82500.00
2010,Alberta,Doctorate,Both sexes,75th percentile,v88834413,10.4.1.3,100000.00
2000,Alberta,Doctorate,Males,25th percentile,v88834414,10.4.2.1,47000.00
2005,Alberta,Doctorate,Males,25th percentile,v88834414,10.4.2.1,50000.00
2010,Alberta,Doctorate,Males,25th percentile,v88834414,10.4.2.1,61000.00
2000,Alberta,Doctorate,Males,Median,v88834415,10.4.2.2,58800.00
2005,Alberta,Doctorate,Males,Median,v88834415,10.4.2.2,70000.00
2010,Alberta,Doctorate,Males,Median,v88834415,10.4.2.2,83000.00
2000,Alberta,Doctorate,Males,75th percentile,v88834416,10.4.2.3,71000.00
2005,Alberta,Doctorate,Males,75th percentile,v88834416,10.4.2.3,85800.00
2010,Alberta,Doctorate,Males,75th percentile,v88834416,10.4.2.3,104000.00
2000,Alberta,Doctorate,Females,25th percentile,v88834417,10.4.3.1,39000.00
2005,Alberta,Doctorate,Females,25th percentile,v88834417,10.4.3.1,52000.00
2010,Alberta,Doctorate,Females,25th percentile,v88834417,10.4.3.1,50000.00
2000,Alberta,Doctorate,Females,Median,v88834418,10.4.3.2,54000.00
2005,Alberta,Doctorate,Females,Median,v88834418,10.4.3.2,69000.00
2010,Alberta,Doctorate,Females,Median,v88834418,10.4.3.2,63000.00
2000,Alberta,Doctorate,Females,75th percentile,v88834419,10.4.3.3,71000.00
2005,Alberta,Doctorate,Females,75th percentile,v88834419,10.4.3.3,80000.00
2010,Alberta,Doctorate,Females,75th percentile,v88834419,10.4.3.3,85000.00
2000,British Columbia,College,Both sexes,25th percentile,v88834420,11.1.1.1,26000.00
2005,British Columbia,College,Both sexes,25th percentile,v88834420,11.1.1.1,30200.00
2010,British Columbia,College,Both sexes,25th percentile,v88834420,11.1.1.1,35400.00
2000,British Columbia,College,Both sexes,Median,v88834421,11.1.1.2,33800.00
2005,British Columbia,College,Both sexes,Median,v88834421,11.1.1.2,39000.00
2010,British Columbia,College,Both sexes,Median,v88834421,11.1.1.2,45500.00
2000,British Columbia,College,Both sexes,75th percentile,v88834422,11.1.1.3,42700.00
2005,British Columbia,College,Both sexes,75th percentile,v88834422,11.1.1.3,51000.00
2010,British Columbia,College,Both sexes,75th percentile,v88834422,11.1.1.3,61800.00
2000,British Columbia,College,Males,25th percentile,v88834423,11.1.2.1,29700.00
2005,British Columbia,College,Males,25th percentile,v88834423,11.1.2.1,33000.00
2010,British Columbia,College,Males,25th percentile,v88834423,11.1.2.1,35000.00
2000,British Columbia,College,Males,Median,v88834424,11.1.2.2,35600.00
2005,British Columbia,College,Males,Median,v88834424,11.1.2.2,45000.00
2010,British Columbia,College,Males,Median,v88834424,11.1.2.2,48000.00
2000,British Columbia,College,Males,75th percentile,v88834425,11.1.2.3,45000.00
2005,British Columbia,College,Males,75th percentile,v88834425,11.1.2.3,60000.00
2010,British Columbia,College,Males,75th percentile,v88834425,11.1.2.3,62400.00
2000,British Columbia,College,Females,25th percentile,v88834426,11.1.3.1,24000.00
2005,British Columbia,College,Females,25th percentile,v88834426,11.1.3.1,29100.00
2010,British Columbia,College,Females,25th percentile,v88834426,11.1.3.1,35400.00
2000,British Columbia,College,Females,Median,v88834427,11.1.3.2,31600.00
2005,British Columbia,College,Females,Median,v88834427,11.1.3.2,36000.00
2010,British Columbia,College,Females,Median,v88834427,11.1.3.2,42200.00
2000,British Columbia,College,Females,75th percentile,v88834428,11.1.3.3,41500.00
2005,British Columbia,College,Females,75th percentile,v88834428,11.1.3.3,43000.00
2010,British Columbia,College,Females,75th percentile,v88834428,11.1.3.3,60000.00
2000,British Columbia,Bachelor's,Both sexes,25th percentile,v88834429,11.2.1.1,30000.00
2005,British Columbia,Bachelor's,Both sexes,25th percentile,v88834429,11.2.1.1,33800.00
2010,British Columbia,Bachelor's,Both sexes,25th percentile,v88834429,11.2.1.1,40000.00
2000,British Columbia,Bachelor's,Both sexes,Median,v88834430,11.2.1.2,39000.00
2005,British Columbia,Bachelor's,Both sexes,Median,v88834430,11.2.1.2,44000.00
2010,British Columbia,Bachelor's,Both sexes,Median,v88834430,11.2.1.2,49200.00
2000,British Columbia,Bachelor's,Both sexes,75th percentile,v88834431,11.2.1.3,48700.00
2005,British Columbia,Bachelor's,Both sexes,75th percentile,v88834431,11.2.1.3,56000.00
2010,British Columbia,Bachelor's,Both sexes,75th percentile,v88834431,11.2.1.3,68900.00
2000,British Columbia,Bachelor's,Males,25th percentile,v88834432,11.2.2.1,30000.00
2005,British Columbia,Bachelor's,Males,25th percentile,v88834432,11.2.2.1,36000.00
2010,British Columbia,Bachelor's,Males,25th percentile,v88834432,11.2.2.1,41000.00
2000,British Columbia,Bachelor's,Males,Median,v88834433,11.2.2.2,40000.00
2005,British Columbia,Bachelor's,Males,Median,v88834433,11.2.2.2,48000.00
2010,British Columbia,Bachelor's,Males,Median,v88834433,11.2.2.2,54100.00
2000,British Columbia,Bachelor's,Males,75th percentile,v88834434,11.2.2.3,50000.00
2005,British Columbia,Bachelor's,Males,75th percentile,v88834434,11.2.2.3,60000.00
2010,British Columbia,Bachelor's,Males,75th percentile,v88834434,11.2.2.3,78000.00
2000,British Columbia,Bachelor's,Females,25th percentile,v88834435,11.2.3.1,30000.00
2005,British Columbia,Bachelor's,Females,25th percentile,v88834435,11.2.3.1,32800.00
2010,British Columbia,Bachelor's,Females,25th percentile,v88834435,11.2.3.1,39000.00
2000,British Columbia,Bachelor's,Females,Median,v88834436,11.2.3.2,38200.00
2005,British Columbia,Bachelor's,Females,Median,v88834436,11.2.3.2,42000.00
2010,British Columbia,Bachelor's,Females,Median,v88834436,11.2.3.2,47000.00
2000,British Columbia,Bachelor's,Females,75th percentile,v88834437,11.2.3.3,47700.00
2005,British Columbia,Bachelor's,Females,75th percentile,v88834437,11.2.3.3,54000.00
2010,British Columbia,Bachelor's,Females,75th percentile,v88834437,11.2.3.3,60000.00
2000,British Columbia,Master's,Both sexes,25th percentile,v88834438,11.3.1.1,42000.00
2005,British Columbia,Master's,Both sexes,25th percentile,v88834438,11.3.1.1,50400.00
2010,British Columbia,Master's,Both sexes,25th percentile,v88834438,11.3.1.1,60000.00
2000,British Columbia,Master's,Both sexes,Median,v88834439,11.3.1.2,55000.00
2005,British Columbia,Master's,Both sexes,Median,v88834439,11.3.1.2,66000.00
2010,British Columbia,Master's,Both sexes,Median,v88834439,11.3.1.2,73500.00
2000,British Columbia,Master's,Both sexes,75th percentile,v88834440,11.3.1.3,67000.00
2005,British Columbia,Master's,Both sexes,75th percentile,v88834440,11.3.1.3,80000.00
2010,British Columbia,Master's,Both sexes,75th percentile,v88834440,11.3.1.3,90000.00
2000,British Columbia,Master's,Males,25th percentile,v88834441,11.3.2.1,44000.00
2005,British Columbia,Master's,Males,25th percentile,v88834441,11.3.2.1,50400.00
2010,British Columbia,Master's,Males,25th percentile,v88834441,11.3.2.1,65000.00
2000,British Columbia,Master's,Males,Median,v88834442,11.3.2.2,58000.00
2005,British Columbia,Master's,Males,Median,v88834442,11.3.2.2,65000.00
2010,British Columbia,Master's,Males,Median,v88834442,11.3.2.2,81000.00
2000,British Columbia,Master's,Males,75th percentile,v88834443,11.3.2.3,75000.00
2005,British Columbia,Master's,Males,75th percentile,v88834443,11.3.2.3,82000.00
2010,British Columbia,Master's,Males,75th percentile,v88834443,11.3.2.3,101500.00
2000,British Columbia,Master's,Females,25th percentile,v88834444,11.3.3.1,40000.00
2005,British Columbia,Master's,Females,25th percentile,v88834444,11.3.3.1,51000.00
2010,British Columbia,Master's,Females,25th percentile,v88834444,11.3.3.1,56000.00
2000,British Columbia,Master's,Females,Median,v88834445,11.3.3.2,54000.00
2005,British Columbia,Master's,Females,Median,v88834445,11.3.3.2,67000.00
2010,British Columbia,Master's,Females,Median,v88834445,11.3.3.2,70000.00
2000,British Columbia,Master's,Females,75th percentile,v88834446,11.3.3.3,65000.00
2005,British Columbia,Master's,Females,75th percentile,v88834446,11.3.3.3,79000.00
2010,British Columbia,Master's,Females,75th percentile,v88834446,11.3.3.3,85000.00
2000,British Columbia,Doctorate,Both sexes,25th percentile,v88834447,11.4.1.1,42400.00
2005,British Columbia,Doctorate,Both sexes,25th percentile,v88834447,11.4.1.1,45200.00
2010,British Columbia,Doctorate,Both sexes,25th percentile,v88834447,11.4.1.1,60000.00
2000,British Columbia,Doctorate,Both sexes,Median,v88834448,11.4.1.2,55000.00
2005,British Columbia,Doctorate,Both sexes,Median,v88834448,11.4.1.2,65000.00
2010,British Columbia,Doctorate,Both sexes,Median,v88834448,11.4.1.2,83200.00
2000,British Columbia,Doctorate,Both sexes,75th percentile,v88834449,11.4.1.3,70000.00
2005,British Columbia,Doctorate,Both sexes,75th percentile,v88834449,11.4.1.3,80000.00
2010,British Columbia,Doctorate,Both sexes,75th percentile,v88834449,11.4.1.3,101000.00
2000,British Columbia,Doctorate,Males,25th percentile,v88834450,11.4.2.1,45900.00
2005,British Columbia,Doctorate,Males,25th percentile,v88834450,11.4.2.1,45200.00
2010,British Columbia,Doctorate,Males,25th percentile,v88834450,11.4.2.1,60000.00
2000,British Columbia,Doctorate,Males,Median,v88834451,11.4.2.2,59000.00
2005,British Columbia,Doctorate,Males,Median,v88834451,11.4.2.2,67600.00
2010,British Columbia,Doctorate,Males,Median,v88834451,11.4.2.2,85000.00
2000,British Columbia,Doctorate,Males,75th percentile,v88834452,11.4.2.3,72000.00
2005,British Columbia,Doctorate,Males,75th percentile,v88834452,11.4.2.3,83200.00
2010,British Columbia,Doctorate,Males,75th percentile,v88834452,11.4.2.3,120000.00
2000,British Columbia,Doctorate,Females,25th percentile,v88834453,11.4.3.1,37600.00
2005,British Columbia,Doctorate,Females,25th percentile,v88834453,11.4.3.1,45000.00
2010,British Columbia,Doctorate,Females,25th percentile,v88834453,11.4.3.1,55000.00
2000,British Columbia,Doctorate,Females,Median,v88834454,11.4.3.2,52900.00
2005,British Columbia,Doctorate,Females,Median,v88834454,11.4.3.2,65000.00
2010,British Columbia,Doctorate,Females,Median,v88834454,11.4.3.2,78000.00
2000,British Columbia,Doctorate,Females,75th percentile,v88834455,11.4.3.3,63000.00
2005,British Columbia,Doctorate,Females,75th percentile,v88834455,11.4.3.3,78000.00
2010,British Columbia,Doctorate,Females,75th percentile,v88834455,11.4.3.3,94000.00
